id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,dias_transcurridos,meses_transcurridos,fecha_mas_actual,tipo,Status,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,tipo_lugar,Colonia,Municipio,Estado,ubicacion,url
2961,S1,4407720,4407720,245179,2024-10-04,CASA EN ESTRELLA DEL SUR CERCA DE LA UNIVERSIDAD IBEROAMERICANA Y DEL JARDIN DEL ARTE,360,360,12243.666666666666,12243.666666666666,2023-10-06,136,4,2024-02-22,Casa,Venta,2,4,1,0,1.0,No,Fraccionamiento,Estrella del Sur,,,"Fraccionamiento Estrella del Sur, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-66e31e2cbd84-33cb-1b129311-98e6-4187
2962,S1,4450000,4450000,247531,2024-10-04,Casa En Venta En Colonia el Refugio,352,352,12642.045454545454,12642.045454545454,2023-03-01,351,11,2024-02-22,Casa,Venta,2,5,2,0,2.0,No,,El Carmen,,,"El Carmen, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-5a5c7b365c1a-526d-8ee21bdb-9018-369b
2963,S1,4461851,4461851,248190,2024-10-04,Departamentos en venta en Torre Quore zona Zavaleta,130,130,34321.93076923077,34321.93076923077,2023-09-06,166,5,2024-02-22,Departamento,Venta,1,3,2,0,2.0,No,,Cipreses Zavaleta,,,"Cipreses Zavaleta, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-57e0f27fb0e4-1811-ce413325-abbf-3a59
2964,S1,4461855,4461855,248190,2024-10-04,VENTA DE DEPARTAMENTO3 RECAMARAS EN ZA,130,130,34321.96153846154,34321.96153846154,2023-07-17,215,7,2024-02-22,Departamento,Venta,2,2,1,0,1.0,No,,Santa Cruz Buenavista,,,"Santa Cruz Buenavista, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-64db8305196f-2ec6-41ff16ba-a691-4c5f
2965,S1,4475400,4475400,248944,2024-10-04,DEPARTAMENTOS EN VENTA Y PENTHOUSE VIA ATLIXCAYOLT,192,192,23309.375,23309.375,2023-11-29,84,2,2024-02-22,Departamento,Venta,2,3,1,0,1.0,No,Fraccionamiento,Concepcion La Cruz,,,"Fraccionamiento Concepción La Cruz, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-806ae16bba3-836e-18dd19b9-955f-3ef2
2966,S1,4475700,4475700,248961,2024-10-04,Departamento en Venta en San Cristóbal RAH232955REF,105,105,42625.71428571428,42625.71428571428,2023-04-27,296,9,2024-02-22,Departamento,Venta,2,3,2,0,2.0,No,,San Cristobal Tulcingo Caleras,,,"San Cristóbal Tulcingo Caleras, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-fb0c3b9e2c3d-d0c4-1d5528d2-9d33-312d
2967,S1,4475700,4475700,248961,2024-10-04,Departamento En Venta En Torre Perseo,105,105,42625.71428571428,42625.71428571428,2023-07-22,210,7,2024-02-22,Departamento,Venta,2,3,2,0,2.0,No,,Zona Comercial Angelopolis,,,"Zona Comercial Angelópolis, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-749b6b56fd91-e407-4e567c5c-9e03-3fd9
2968,S1,4475700,4475700,248961,2024-10-04,"Departamento en Venta en San Cristóbal, Puebla FF 23-2955",105,105,42625.71428571428,42625.71428571428,2023-04-27,296,9,2024-02-22,Departamento,Venta,2,3,3,0,3.0,No,,San Cristobal Tulcingo Caleras,,,"San Cristóbal Tulcingo Caleras, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-b4c182dc6c55-cee9-57dc57e9-8d9e-3193
2969,S1,4478160,4478160,249097,2024-10-04,"DEPARTAMENTO EN VENTA EN TORRE ARTS, AMUEBLADO O SIN AMUEBLAR, Zona Angelópolis",150,150,29854.4,29854.4,2023-09-13,159,5,2024-02-22,Departamento,Venta,1,2,2,0,2.0,No,,Concepcion La Cruz,,,"Concepción La Cruz, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-6b30c10b1c8d-82bc-8a1df330-839a-3c71
2970,S1,4492098,4492098,249873,2024-10-04,"DEPARTAMENTO EN VENTA, Puebla, Reserva Territorial Atlixcayotl, Noria, OPD-0206.",190,190,23642.621052631577,23642.621052631577,2023-04-21,301,10,2024-02-22,Departamento,Venta,1,3,2,0,2.0,No,,Barrio de Santiago,,,"Barrio de Santiago, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-abf5d39b9c33-1628-5e288e2f-8743-3b09
2971,S1,4500000,4500000,250312,2024-10-04,Venta Departamento Torre UMA Angelopolis Solesta,104,104,43269.230769230766,43269.230769230766,2023-04-20,302,10,2024-02-22,Departamento,Venta,2,2,2,0,2.0,No,,Zona Comercial Angelopolis,,,"Zona Comercial Angelópolis, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-a5d2516974f0-d78d-5bafb828-ad5c-3429
2972,S1,4500000,4500000,250312,2024-10-04,"Departamento en venta vista del arte, frente a la ibero, blvd del niño poblano y Atlixco",125,125,36000.0,36000.0,2023-04-20,302,10,2024-02-22,Departamento,Venta,2,2,1,0,1.0,No,,Zona Comercial Angelopolis,,,"Zona Comercial Angelópolis, Puebla, Puebla",https://www.lamudi.com.mx//detalle/41032-73-a7166bb1ab69-79ac-aecdcd80-8ba1-46c8
