id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,meses_transcurridos,meses_transcurridos_fecha,tipo,Estado,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,Colonia,CP,ubicacion,url,descripcion,fecha_estandarizada
22,C3,2480000,2480000,137949.89,2024-09-19,"CASA CON 350M2 DE TERRENO, COL. VALLE VERDE TULANCINGO HGO",350,250,7085.714285714285,9920.0,2023-09-06,7,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Valle Verde,0,"Fraccionamiento Valle Verde, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-70ad2c30cdd4-ac4-77f13dfb-aa21-4f0d,"Col. Valle Verde tiene una excelente plusvalía, cuenta con todos los servicios, áreas verdes, zona tranquila y segura para comenzar un patrimonio con tu familia. Está a unos metros de carretera, escuelas públicas, privadas, salones de fiestas, tiendas locales y comerciales (SAM´S, VIPS, CINES, OFFICE DEPOT, BANCOS, VETERINARIAS y demás.)La casa de 2 niveles cuenta con:*350 m2 (10m de frente por 35m de fondo).Sala.Comedor.Cocina con espacio para cocina integral.2 baños y medio.2 recámaras de 4.5x4m y espacio para closet de 3x0.90m.1 recámara principal de 4.5x7m (con baño completo y terraza).Patio de servicio.Cochera para 4 autos. Jardin de más de 100m2.Amenidades:Cisterna de 10,000 litros.Tanque estacionario de 300 litros. Barda y zaguán.Construcción totalmente de tabique.Cimientos de piedra de 1.20m de profundidad.Loza maciza. Excelente iluminación. Pregunta por la forma de pago.PRECIO DE VENTA SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. Horario de atenciónLunes a viernes: 10:00 a 14:00 y 16:00 a 18:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-09-06
23,C3,2450000,2450000,136281.14,2024-09-19,Pre-Venta de DEPARTAMENTOS EN ZONA CENTRO DE PACHUCA,120,120,20416.666666666668,20416.666666666668,2024-01-22,3,2024-04-30,Departamento,Venta,1,2,1,0,1.0,No,Pachuca de Soto Centro,0,"Pachuca de Soto Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-6cc9bdce2080-a85e-2225fd77-bf00-4f1c,"DEPARTAMENTO EN VENTA EN CENTRO DE PACHUCAVIVE LA TRADICIÓN DE LA VIDA EN ESTA CIUDAD MINERA, TRANQUILA, SEGURA Y CON UN ESTILO DE VIDA EN RENOVACION EN LAS CALLES MÁS ANTIGUAS,PERO EN UN DEPARTAMENTO DE UN ESTILO ARQUITECTÓNICO SÚPER VANGUARDISTA Y CON FUNCIONALIDADES ECO-SUSTENTABLES.Opciones flexibles de pago y ajuste de acuerdo a necesidades del cliente.**Las imágenes corresponden al Departamento Muestra el cual ha sido amueblado para exhibición con muebles de Diseño Único y a Medida.Opción a entregarse amueblado tal cual se muestra.GRATIS:  SERVICIO DE DISEÑO DE INTERIORES Y DISEÑO DE MUEBLES A LA MEDIDA CON LA COMPRA DE TU DEPARTAMENTODEPARTAMENTOS NONES:CON FRENTE Y VISTA A CALLE PRINCIPAL EN UNA ENCANTADORA TERRAZA QUE ABARCA TODO EL FRENTE, Y TIENE ACCESO DESDE LA SALA Y DESDE LA HABITACION.ÁREAS PÚBLICAS:-BAÑO-COCINA-COMEDOR-SALA-TERRAZAÁREAS PRIVADAS:-HABITACION PRINCIPAL-DUCHA Y BAÑO-VESTIDOR PRINCIPAL-TERRAZA HABITACION PRINCIPAL-RECAMARA 2-BAÑO-VESTIDOR-BALCÓN-ÁREA DE LAVADO-MUEBLES DE DISEÑO ÚNICO A LA MEDIDA, EN EXCELENTES ACABADOS SON UNA OPCIÓN EXTRA AL COSTO DE CADA DEPARTAMENTO.CADA DEPARTAMENTO CUENTA CON UN LUGAR DE ESTACIONAMIENTO EN EL SÓTANO CON LA OPCIÓN A CRECER A UNO O DOS MÁS CON ELEVADOR.EXCELENTE INVERSIÓN PARA RENTAR POR AIRBnBÚNICAMENTE 2 DEPARTAMENTOS POR NIVELY 6 EN TOTAL ÁREA COMÚN: ZONA FITNESS EXCLUSIVOS. ACOGEDORES. RENTABLES.ÚNICOS EN LA CIUDAD CON ESTAS DIMENSIONES Y DISEÑOAGENDA TU VISITA Y PREGUNTA POR LOS PLANES DE FINANCIAMIENTO.",2024-01-22
24,C3,2367780,2367780,131707.66,2024-09-19,"HERMOSA CASA ADJ, COMPRAVENTA, Chihuahua , Vicente Guerrero, 43630 Tulancingo de Bravo, Hidalgo.",400,404,5919.45,5860.841584158416,2023-10-18,6,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ddabe15a05a2-976e-1effcc87-bd51-416b,"NO SE ACEPTAN CREDITOS, NO SE ACEPTAN CREDITOS, NO SE ACEPTAN CREDITOSPROPIEDAD DE RECUPERACION BANCARIASOMOS UNA EMPRESA ESPECIALIZADA EN INMUEBLES EN RECUPERACIONES BANCARIAS, DONDE TE MOSTRAMOS TODA LA INFORMACION SOBRE EL INMUEBLE ANTES DE FIRMAR ALGUN DOCUMENTOCONTAMOS CON UNA GRAN CANTIDAD DE PROPUESTAS PARA BRINDARTE UNA GRAN OPCION DE INVERTIR.ACCESO AL EXPEDIENTE, FIRMA DE CESION EN 30 DIAS APROXIMADAMENTE EXPERIENCIA Y GARANTIACAMBIO DE COSTO SIN PREVIO AVISOCONTACTAME PARA MAYOR INFORMACION VIA TELEFONICA O WHATSAPPVer teléfono Whatsapp",2023-10-18
25,,2250000,2250000,125156.15,2024-09-19,"Casa en Venta en Zempoala,El Mirador 24-18 AA",156,156,14423.076923076924,14423.076923076924,2023-12-05,4,2024-04-30,Departamento,Venta,1,3,3,0,3.0,No,Veneto,0,"Fraccionamiento Veneto, Zempoala, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-17123abd82c1-5b7-7287fe47-937f-3aab,"MLS #24-18Casa para estrenar en el nuevo Fraccionamiento ''La Reserva Residencial'' al sur de Pachuca, Hidalgo, fraccionamiento ubicado a solo 2 minutos de la carretera México-Pachuca. El fraccionamiento cuenta con acceso controlado y circuito cerrado, así como con salón de eventos, cancha de padel y cancha de fut 5. Precio sujeto a cambio sin previo aviso y de acuerdo a la disponibilidad.La casa cuenta con 3 habitaciones, la habitación principal con baño propio y walk in closet, así como 2 habitaciones secundarias que comparten baño, y dos lugares de estacionamiento.",2023-12-05
26,C2,2200000,2200000,122374.9,2024-09-19,EXCLUSIVO FRACC. PEDREGAL DE SAN FRANCISCO TULANCINGO HGO.,150,159,14666.666666666666,13836.477987421384,2023-04-21,12,2024-04-30,Casa En Fraccionamiento,Venta,0,3,1,0,1.0,No,Tulancingo de Bravo,0,"Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-449e66261448-8b10-e2cde429-9902-33e5,"GRAN OPORTUNIDAD CASA DOS PLATAS EN FRACC EXCLUSIVO PEDREGAL DE SAN FRANCISCO TULANCINGO HGOPRECIO $2,200,000.00La casa cuenta con:- 150 m2 de TERRENO.- 159 m2 de CONSTRUCCION.DISTRIBUCIONPLANTA BAJA- Sala- Comedor- Cocina (con cocina integral)- Área de lavado- Medio baño- Jardín- Estacionamiento para 2 autosPLANTA ALTA- Vestíbulo- 2 Recamara secundarias con closet- 1 baño de uso general- 1 recamara principal con baño completo y closetEste fraccionamiento te ofrece alta plusvalía, seguridad y excelente ubicación ya que se encuentra en la entrada de la ciudad, a tan solo 5 minutos de centro comercial y los bancos mas importantes.",2023-04-21
27,C2,2159000,2159000,120094.28,2024-09-19,"Hidalgo,Tulancingo,Almicar Residencial,Casa ,Venta",105,220,20561.904761904763,9813.636363636364,2023-12-23,4,2024-04-30,Casa,Venta,1,6,1,0,1.0,No,La Herradura,0,"La Herradura, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-60e84bf363a9-7428-752d4dc9-bdcf-3afb,"-Entrega Inmediata - Previa Cita -Valor Oportunidad $1,835,150- Valor Comercial $2,655,570Casa Ubicada en el Fraccionamiento Almicar que cuenta con las Siguientes Características:105 m2 de Terreno, 220 m2 de Construcción.Casa Construida en 3 niveles.Planta Baja: Garaje para 1 Auto, Sala Comedor, Cocina, Patio de Servicio, 1/2 Baño, Cisterna y Escaleras.2 Nivel: 3 Recamaras la Principal con Baño Completo y Vestidor, 1 Baño Completo.3 Nivel: 3 Recamaras la Principal con Baño, 1 Baños Completo.Cuenta con Acceso desde la Avenida Gilberto Gomez Carbajal.Cerca de Escuelas, Parques, Mercados.A solo 20 Minutos del Centro de Tula Hidalgo.Haz tu mejor oferta sobre el valor de venta y cómpralo a un super precio.Previa cita para conocerlo; posesión inmediata. Solo contado Documentación en regla.  Sin anticipos, sin apartados. No se aceptan pagos en línea.Los inmuebles están sujetos a cambio de precio, sin previo aviso. Todo el proceso ante notario público.Tenemos inmuebles en venta y renta a nivel nacional. EasyBroker ID: EB-LQ9393",2023-12-23
28,,2000000,2000000,111249.91,2024-09-19,CASA EN EL ESTADO DE HIDALGO,250,170,8000.0,11764.70588235294,2024-02-03,2,2024-04-30,Casa,Venta,1,1,1,0,1.0,No,Guadalupe,0,"Guadalupe, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-147f9b9aaae2-32cd-f903ca89-81d0-3a0c,"Distribución:   • sala  •.comedor  • 1 recamara  • 1 baño   • cocina  • patio de servicio  • jardín  • 4 estacionamientos  • sotano    Características:   • Superficie:  250M2    • Forma de Terreno: REGULAR  • Edad: 43 AÑOS  • Niveles Totales: 1  • Uso de suelo: HABITACIONAL  • Mantenimiento:   • Acepta Mascotas: SI      Equipamiento del Inmueble:   •gas estacionario  • lavadero  • contrato de CFE      Equipamiento del Edificio:   • cisterna  • tinaco  • jardin       Estatus del inmueble:   • inmueble desocupado  • inmueble libre de gravamen      Forma de pago:  • se aceptan pagos con recursos propios, créditos hipotecarios bancarios y de instituciones públicas y privadas (la aprobación de los créditos está sujeto a las políticas de cada institución) se acepta Infonavit y Fovissste.      Documentación con la que se cuenta:   • escritura pública  • boleta predial y agua  • contrato de CFE         Esta y otra información documental del inmueble disponible en oficina con previa cita.    Servicios de la Zona:   • agua  •  CFE  •  drenaje  •  gas  •  transporte público  •  vialidades, calle principal miguel negrete, bulevar Chapultepec,  • autopista México Pachuca.    2.4 km el centro de Tulancingo  • a 500m bancos, bodega Aurrera, tienda de abarrotes.   Oxxo, 3b.  3km gasolinera, parques. hospital  4.5 km museos, del ferrocarril, del santo, arqueológico zazacuala.    Entorno:   • habitacional    Contrato de Adhesión de Intermediación para la compraventa de inmuebles. Registrado en la Procuraduría Federal del Consumidor (PROFECO). Número 421-2023, de fecha 13 de enero de 2023 ARQ GABRIELA TEPICHÍN MÁRQUEZ",2024-02-03
29,,2000000,2000000,111249.91,2024-09-19,"CASAS EN MEDIAS TIERRAS, TULANCINGO DE BRAVO HIDALGO",92,182,21739.130434782608,10989.010989010989,2023-07-01,9,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-af54d1fd6cd2-f433-d11bc63-b17f-409e,"Casas disponibles en Medias Tierras.Col Medias Tierras, cuenta con todos los servicios de luz, agua, drenaje, cable, internet; es un lugar tranquilo para estar con tu familia. Está a solo 8 minutos del centro de la ciudad, a sus alrededores tiene escuelas públicas y privadas de educación básica, preparatoria y universidad de la UAEH, tiendas locales, farmacias, papelerías, tiendas de autoservicio, gasolineras, salones de fiesta, restaurantes, canchas deportivas, transporte público a pie de carretera a Tulancingo, Santiago, Cuautepec.La casa cuenta con:PLANTA BAJACochera para 1 auto.Sala.Comedor.Cocina integral.Jardín.Patio de servicio.1 Baño completo.PLANTA ALTA 3 recamaras con closet. 1 baño completo. Área de Terreno: 92m2Área de construcción: 182m2*1 sola vivienda disponible con: 104.5 m2 de terreno y 207m2 de construcción; Precio de venta $2,400,000*AMENIDADES:Cimentación de mamposteríaCastillos columnas cadenas de varillaMuros de block pesadoAplanados de cemento con revoque de estucoLosas de concreto con varillaPisos marca InterceramicInstalación eléctrica de cobreIluminación ledVentanas de aluminio reforzadoCon vidrio filtra sol de 6 mmCanceles de vidrio templadoPintura vinílica lavablePlomería material PPRCalentador solar de 20 tubos para 6 personasCalentador instantáneoTaque de gas 120 ltsTinaco de 1100 lts Cisterna general de 30000 ltsCerco eléctricoCámara de vigilanciaPregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa citaMayores informes y citas: Ver teléfono Whatsapp // WhatsApp // WhatsApp // WhatsApp""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-07-01
30,C1,1976116,1976116,109921.36,2024-09-19,VENTA DE CASA EN LA HERRADURA TULANCINGO DE BRAVO HIDALGO GDS/AS,120,120,16467.633333333335,16467.633333333335,2024-02-21,2,2024-04-30,Casa En Fraccionamiento,Venta,1,3,1,0,1.0,No,Tollancingo,0,"Fraccionamiento Tollancingo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ccd0c59699a-351e-706be229-9ef4-4e59,"Excelente Oportunidad de Inversión  “Sin Crédito Hipotecario”Te ofrecemos: Excelente Ubicación, Vialidades muy cercanas, Centros Comerciales, Áreas Verdes ó Jardín, Privacidad, Seguridad, Zona con Alta Plusvalía,ID: ST4562Somos una excelente Opción para invertir, contáctame:Gregorio De los SantosContactarMóvil Ver teléfono Whatsapp* Precios y disponibilidad sujetos a cambios e imágenes ilustrativasAS",2024-02-21
31,C1,1964872,1964872,109295.92,2024-09-19,"Casa en venta en Residencial. Almicar, Tulancingo de Bravo ¡Compra esta propiedad mediante Cesión de Derechos e incrementa tu patrimonio! ¡Contáctame, te digo cómo hacerlo!",92,140,21357.304347826088,14034.8,2023-11-29,5,2024-04-30,Casa En Condominio,Venta,1,3,1,0,1.0,No,Tollancingo,0,"Fraccionamiento Tollancingo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-526a378a978c-5d9a-b257c431-9517-4c07,"Si buscas hacer una buena inversión, un inmueble en garantía es una buena opción para obtener ganancias significativas, comprar propiedades mediante Cesión de Derechos, te garantiza adquirirla a un precio por debajo de su valor comercial.Toma en cuenta que en este tipo de inversiones:-  No se aceptan créditos bancarios ni de infonavit, solo recursos propios.-  La entrega no es inmediata pero se garantiza por contrato.-  No puedes ver la propiedad por dentro.-  La firma de Cesión de Derechos es ANTE NOTARIO.-  En INVERINMOBI te asesoramos, somos expertos en el tema.Aprovecha la oportunidad de adquirir este inmueble en un precio de remate con la mayor seguridad. ¡Llámanos para agendar tu cita y brindarte asesoría jurídica y profesional sin costo!",2023-11-29
32,C1,1930000,1930000,107356.16,2024-09-19,"CASA EN VENTA EN PRIVADA VICTORIA, EN MEDIAS TIERRAS, TULANCINGO",125,144,15440.0,13402.777777777776,2023-04-21,12,2024-04-30,Casa En Fraccionamiento,Venta,0,3,2,0,2.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-8251aff19fca-ef3-5d8fb87-b771-3968,"CASA EN VENTA EN PRIVADA VICTORIA.Col Medias Tierras, cuenta con todos los servicios de luz, agua, drenaje, cable, internet; es un lugar tranquilo para estar con tu familia. Está a solo 8 minutos del centro de la ciudad, a sus alrededores tiene escuelas públicas y privadas de educación básica, preparatoria y universidad de la UAEH, tiendas locales, farmacias, papelerías, tiendas de autoservicio, gasolineras, salones de fiesta, restaurantes, canchas deportivas, transporte público a pie de carretera a Tulancingo, Santiago, Cuautepec.La casa cuenta con:Planta baja:  Sala.  Cocina integral.  Comedor.  1/2 baño.  Jardín trasero.  Cuarto de lavado.  Estacionamiento para 2 autos.Planta alta:  3 recámaras.  Recámara principal con tina de baño y vestidor.  Recámaras secundarias con clóset.  1 baño.AMENIDADES  Escaleras con huellas de madera.  Barandal de cristal templado.  Tanque estacionario.  Calentador de paso.Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos.Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa citaMayores informes y citas: Ver teléfono Whatsapp // WhatsApp // WhatsApp // WhatsApp""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-04-21
33,C1,1890000,1890000,105131.17,2024-09-19,CASA EN TULANCINGO A 45 MIN DE LA CIUDAD DE MEXICO,80,140,23625.0,13500.0,2023-05-05,11,2024-04-30,Casa,Venta,0,2,2,0,2.0,No,Conjunto Habitacional Los Mesones,0,"Conjunto Habitacional Los Mesones, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-252d3fdc1b9d-6034-cb024130-8ca5-3fa2,"Cochera sala comedor cocina 2 baños y medio terraza jardin 2 recamaras vestidor en recamara principal estudio Sector privado opcion de chimenea , bar o cocina integral. EasyBroker ID: EB-CD0499",2023-05-05
34,D3,1712133,1712133,95237.32,2024-09-19,Departamento residencial de preventa en Mineral de la Reforma Hgo.,82,82,20879.67073170732,20879.67073170732,2022-11-22,17,2024-04-30,Departamento,Venta,1,2,1,0,1.0,No,Mineral de la Reforma,0,"Mineral de la Reforma, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-26b7b429c361-c148-d94730b0-ad64-355c,"Ref: NEX-154676Departamentos en una de las zonas más dinámicas de Mineral de la Reforma, los departamentos estarán ubicados en un punto estratégico, que conecta fácilmente a Blvd. Colosio, Carretera Tulancingo Pachuca y Carretera a Cd Sahagun, de igual manera se tiene rápido acceso a Blvd. Rio de las Avenidas lo que permite una gran comunicación. Desde el complejo Viista Reforma podrás llegar a CDMX en un tiempo de 1 hora con 15 minutos, el centro de la ciudad de Pachuca se encuentra a 15 minutos, Universidad de Pachuca a 5 Minutos, dos importantes centros comerciales a 5 minutos. TorreSolana cuenta con las siguientes amenidades:Canchasde FutbolAsadoresJuegosde niñosEscalinatasdeportivasZonacomercialÁreasVerdes En Neximo somos asesores profesionales en Bienes Raíces, especialistas en hacer que tu experiencia de inversión patrimonial (venta, renta o compra) sea confiable, rentable y fácil de hacer realidad. Contáctenos, conoce todos los detalles y agenda una cita para ver personalmente todo lo que la propiedad tiene para ofrecerte. Si necesitas un crédito Hipotecario, coméntanos y te daremos asesoría 100 % gratuita y sin compromiso ¡PRECIO Y DISPONIBILIDAD SUJETO A CAMBIO SIN PREVIO AVISO!nNEXIMOINMOBILIARIADIGITAL",2022-11-22
35,D3,1700000,1700000,94562.42,2024-09-19,Se VENDE casa en Ampliación Rojo Gómez Tulancingo Hidalgo,120,120,14166.666666666666,14166.666666666666,2023-08-01,8,2024-04-30,Casa,Venta,1,2,2,0,2.0,No,Ampliación Javier Rojo Gómez,0,"Ampliación Javier Rojo Gómez, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b3b07a6e0fe-21ef-d909e739-8994-3a1c,Se VENDE casa en Tulancingo Hidalgo 120m2 de construcción 🌳 105m2 de terreno Primer Nivel 🛋sala🥗Cocina Comedor🧻1/2 baño de visitas 🪣área de lavado 🪴jardín trasero 🚗estacionamiento 2 autos 💦cisterna Segundo nivel🛌2 recamaras🛀1 baño completo Casa dentro de fraccionamiento 🚨🚨Mayor información en el siguiente enlace whats app 🚨🚨Contactar#caliinmobiliaria#Hidalgo#Tulancingo#VentasTulancingo,2023-08-01
36,D3,1600000,1600000,88999.93,2024-09-19,VENTA DE CASA CENTRICA AMPLIA CON JARDIN 4 RECAMARAS EN TULANCINGO HIDALGO,178,178,8988.76404494382,8988.76404494382,2024-03-06,1,2024-04-30,Casa,Venta,1,4,1,0,1.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-43377c90abcd-3a87-51018c29-a91c-1f40,"Venta de casa en medias tierras$1,600,000Planta bajaSalaComedorAntecomedorCocina Estacionamiento amplio con jardín  para 2 autos.Planta alta 4 recamaras con espacio para closetSala de tv o estudioBalcón Terreno 178 metros Construcción  220 metros aprox. A TAN SOLO 5 MINUTOS DEL CENTRO DE TULANCINGOCERCANIA CON COMERCIOS, ESCUELAS, GYM, Y BODEGA AURRERA CERCANIA LA NUEVA FISCALÍA DE TULANCINGOTOTAL PLUSVALÍA A UN SUPER PRECIO",2024-03-06
37,D3,1530000,1530000,85106.18,2024-09-19,"Casa en Tulancingo, Medias Tierras de 2 niveles, con garaje techado.",178,220,8595.505617977527,6954.545454545455,2023-08-02,8,2024-04-30,Casa,Venta,0,4,1,0,1.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-9571cd0e94a5-bbc0-b04d045b-bb6b-4703,"Colonia Medias Tierras, cuenta con todos los servicios de luz, agua, drenaje, cable, internet; es un lugar tranquilo para estar con tu familia. Está a solo 8 minutos del centro de la ciudad, a sus alrededores tiene escuelas públicas y privadas de educación básica, media y superior, tiendas locales, farmacias, papelerías, tiendas de autoservicio, gasolineras, salones de fiesta, restaurantes, canchas deportivas, transporte público a pie de carretera a Tulancingo, Santiago, Cuautepec. La casa cuenta con:Sala.ComedorCocina.4 recámaras.1 espacio para estudio. 1 baño completo.Patio de servicio. Garaje techado para 3 autos.Patio ideal para reuniones y fiestas familiares.AmenidadesTarja en cocinaCalentador Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISO*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-08-02
38,D3,1523793,1523793,84760.92,2024-09-19,Departamento en venta Portezuelos,80,80,19047.4125,19047.4125,2023-04-21,12,2024-04-30,Condominio Horizontal,Venta,1,2,1,0,1.0,No,Villas del Álamo,0,"Fraccionamiento Villas del Álamo, Mineral de la Reforma, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-14be0c0d503c-8e25-10a3f736-9105-31ce,"Departamento de lujo en PREVENTA en privada con caseta de vigilancia, acceso controlado y vigilancia 24/7, cancha de fútbol independiente, juegos infantiles, áreas verdes y recreativas, servicios ocultos, área de asadores, escalinata deportiva y zona comercial. El departamento consta de sala, comedor, cocina equipada, área de lavado, 2 recámaras con closet y 1 baño completo. 1 cajón de estacionamiento. Desde 80.00 m2 y precio desde $ 1´523,793. Facilidades de pago.",2023-04-21
39,D2,1450000,1450000,80656.19,2024-09-19,VENTA DE CASA ECONOMICA Y CENTRICA AMPLIA CON 4 RECAMARAS EN TULANCINGO,128,128,11328.125,11328.125,2024-02-20,2,2024-04-30,Casa,Venta,1,4,1,0,1.0,No,20 de Noviembre,0,"20 de Noviembre, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-7b50f7d88d98-24f9-6f9f5e99-bf7b-1f12,"VENTA DE CASA EN COLONIA 20 DE NOVIEMBRE TULANCINGO HIDALGOCERCA DEL CENTRO PRECIO $1450,000.00128 M2 de terreno. Y como 140 M2 de construcción. Planta alta 4 recamaras, 2 grandes y 2 medianas, 1 baño completo. Planta baja  tiene: sala, comedor, cocina, 1/2 baño, patio de servicio y cochera para 2 autos.Incluye bardas altas y zaguánACEPTO CRÉDITOS INFONAVIT FOVISSSTE ISSFAM IMSS CFE BANCARIOS PAGOS DE CONTADOCercanía con el centro de TulancingoCercanía con escuelas de nivel básico",2024-02-20
40,D2,1450000,1450000,80656.19,2024-09-19,"PREVENTA Casa de 3 niveles con sala doble altura, en Medias Tierras",142,135,10211.267605633802,10740.74074074074,2024-03-02,1,2024-04-30,Casa,Venta,0,3,3,0,3.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c41ce8c5e371-728-831364f-a0d9-477b,"Colonia Medias Tierras, cuenta con todos los servicios de luz, agua, drenaje, cable, internet; es un lugar tranquilo para estar con tu familia. Está a solo 8 minutos del centro de la ciudad, a sus alrededores tiene escuelas públicas y privadas de educación básica, media y superior, tiendas locales, farmacias, papelerías, tiendas de autoservicio, gasolineras, salones de fiesta, restaurantes, canchas deportivas, transporte público a pie de carretera a Tulancingo, Santiago, Cuautepec. La casa cuenta con:Primer nivelGarage para dos autos. Segundo nivel Sala doble altura.Comedor.Cocina con cocineta.Baño.1 habitación- estudio.Patio de servicio.Jardín muy amplio.Tercer nivel 2 habitaciones amplias con baño completo cada una.Amenidades:Construcción tradicional. Zaguán pesado con acabados de piedra.PREVENTA, SE ENCUENTRA EN CONSTRUCCIÓN, SE ENTREGA COMPLETAMENTE TERMINADA.Pregunta por la forma de pago.PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2024-03-02
41,D2,1366025,1366025,75985.08,2024-09-19,VENTA DE CASA EN JARDINES DEL SUR TULANCINGO DE BRAVO HIDALGO GDS/AS,120,120,11383.541666666666,11383.541666666666,2024-02-21,2,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Jardines del Sur,0,"Fraccionamiento Jardines del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-c05d32c8a2a0-1e10-f3f11bd6-b838-4459,"Excelente Oportunidad de Inversión  “Sin Crédito Hipotecario”Te ofrecemos: Excelente Ubicación, Vialidades muy cercanas, Centros Comerciales, Áreas Verdes ó Jardín, Privacidad, Seguridad, Zona con Alta Plusvalía,ID: ST2936Somos una excelente Opción para invertir, contáctame:Gregorio De los SantosContactarMóvil Ver teléfono Whatsapp* Precios y disponibilidad sujetos a cambios e imágenes ilustrativasAS",2024-02-21
