id,categoria,precio,precio_mxn,precio_usd,fecha_conversion,propiedad,metros_total,metros_construido,precio_m2_terreno,precio_m2_construido,tiempo_de_publicacion,meses_transcurridos,meses_transcurridos_fecha,tipo,Estado,estacionamientos,recamaras,banos,medio_banos,bano_total,seguridad_privada,Colonia,CP,ubicacion,url,descripcion,fecha_estandarizada
65,E3,960000,960000,53399.96,2024-09-19,Se VENDE Departamento en Paseos de las Reynas Pachuca Hidalgo,90,90,10666.666666666666,10666.666666666666,2023-06-30,10,2024-04-30,Departamento,Venta,1,0,3,0,3.0,No,Unidad Universitaria,0,"Unidad Universitaria, Mineral de la Reforma, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-941e997889bd-ef89-a3a26453-9c28-3cf4,Se VENDE Departamento en Paseos de las Reynas Pachuca Hidalgo 90m2 de construcción 🛋Sala🎂Comedor Cocina🪣área de lavado👚área de tendido🛌Recámara secundaria con closet 🛌recamara principal con baño completo 🚗1 cajón de estacionamiento techado 🚨🚨agenda tu cita en el siguiente enlace whats app 🚨🚨Contactar#caliinmobiliaria#Hidalgo#Pachuca#edificioenventa#micasaenpachuca#departamentosenventa,2023-06-30
66,E3,960000,960000,53399.96,2024-09-19,EXCELENTES DEPARTAMENTOS EN VENTA EN PASEOS DE LAS REYNAS,85,85,11294.117647058823,11294.117647058823,2023-04-21,12,2024-04-30,Condominio Horizontal,Venta,0,2,2,0,2.0,No,Villas del Álamo,0,"Fraccionamiento Villas del Álamo, Mineral de la Reforma, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-8b15ebe4fddf-dad2-61ceb51-916d-337d,"CADA DEPARTAMENTO CUENTA CON: Vestíbulo Sala – Comedor Cocina Cuarto de Lavado Área de Tendido Habitación Principal con Baño Completo Habitación Junior Baño Completo CompartidoArea de Estacionamiento .ACABADOS Muros y plafones terminados  en yeso y pasta. Cocina y baños con azulejo en  áreas húmedas. Cubo de Regadera azulejo pisotecho. Pisos con loseta cerámica en  todo el departamento. Puertas interiores de tambor,  marcos de madera.UBICACIÓNPaseo de las Reynas V, se encuentra oriente de la ciudad de Pachuca, a solo unos minutos de la Universidad Autónoma del Estado de Hidalgo, Plazas Comerciales, mismas que cuentan con Restaurantes, Bancos, Cines, y demás centros de convivencia, y a unos metros de la salida a Tulancingo, y a los pueblos mágicos.Nivel Const. Precio 4to Nivel 82°°m2 $ 960,000.00 3er Nivel 82°°m2 $ 1,000,000.00 2do Nivel 82°°m2 $ 1,040,000.00 1er Nivel 85°°m2 $ 1,080,000.00",2023-04-21
67,E3,950000,950000,52843.71,2024-09-19,"¡Compra Gran Oportunidad! ¡Iluminada Casa Adjudicada!  ¡Cesión Inmediata Ante Notario, Recuperación Bancaria! CS/FJCO",140,140,6785.714285714285,6785.714285714285,2023-11-21,5,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,El Mirador,0,"Fraccionamiento El Mirador, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-b4c836456869-6b00-52d6e119-9cc6-4bc5,"Usted tiene la OPORTUNIDAD de adquirir este Inmueble POR DEBAJO de su valor comercial. ¡¡PROPIEDAD DE RECUPERACIÓN BANCARIA!!¡¡PROPIEDAD YA ADJUDICADA!!VALOR COMERCIAL: 2.7 MDP PRECIO REMATE: $ 950,000.00Amplia CASA en una de la zona más tranquila de PACHUCA y con gran PLUSVALÍA, céntrica a todos los servicios, escuelas, parques, mercados y plazas comerciales.-Oferta de recuperación bancaria por créditos hipotecarios NO pagados. -Contamos con convenios y contratos con los principales Bancos de México para comercializar sus Inmuebles. *Inmuebles ADJUDICADOS.*Inmuebles que ya recuperamos.¡¡¡CONTÁCTANOS!!! Y recibe más información, una explicación detallada de este inmueble y el proceso de compra.Contamos con una amplia cartera de Inmuebles en toda la CDMX, ESTADO DE MÉXICO, PUEBLA, QUERÉTARO, JALISCO, SAN LUIS POTOSÍ, MORELOS y el resto de la República. Somos Bróker directo de Bancos.",2023-11-21
68,E3,950000,950000,52843.71,2024-09-19,VENTA DE CASA ECONÓMICA EN PRIVADA EN TULANCINGO 3 RECAMARAS,90,90,10555.555555555557,10555.555555555557,2023-04-21,12,2024-04-30,Casa En Fraccionamiento,Venta,1,3,2,0,2.0,No,Tulancingo de Bravo Centro,0,"Tulancingo de Bravo Centro, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-726621aca3cf-3af-888d711b-a8a1-337b,"REMATO CASA EN FRACCIONAMIENTO RESIDENCIAL PRIVADO ""VISTA REAL""3 recamarasSala ComedorCocinaEstudioTerrazaPatio de servicio incluye proteccionesCercanía con carretera principalFrente al CONALEPA 10 minutos de Tulancingo y a 5 minutos de JaltepecKinder, primaria secundaria y preparatoria.Cuenta con todos los servicios, agua, luz, drenaje, banquetas, pavimento, vigilancia las 24 horas.A 30 minutos de centros turísticos como Huasca de Ocampo y San Miguel Regla. Acepto créditos FOVISSSTE, BANCARIO Y PAGO DE CONTADOASESORÍA INMOBILIARIA Y JURÍDICA GRATISEN INMOBILIARIA RIALSA  TENEMOS  TU HOGAR IDEALEnvía mensaje y te brindamos todas las opciones de vivienda disponibles.Correo:ContactarPágina web: Contactar",2023-04-21
69,E3,945000,945000,52565.58,2024-09-19,Casa en venta Tulancingo Hidalgo,72,66,13125.0,14318.181818181818,2023-04-24,12,2024-04-30,Casa En Fraccionamiento,Venta,1,2,1,0,1.0,No,Valle Verde,0,"Fraccionamiento Valle Verde, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-6756a15193a6-bc40-86d16cf5-862d-3197,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE",2023-04-24
70,E3,903000,903000,50229.33,2024-09-19,VICENTE GUERRERO CASA EN VENTA TULANCINGO HIDALGO.,100,95,9030.0,9505.263157894737,2023-12-26,4,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-f949bbd4f426-ae4b-d072548c-8fcc-32a4,"VICENTE GUERRERO CASA EN VENTA TULANCINGO HIDALGO. Desarrollada en dos niveles, esta casa cuenta con 100 m2 de superficie y 95 m2 de construcción. Cuenta además con sala, comedor, cocina, tres recámaras, un baño completo y un lugar de estacionamientoSolamente al contado, no vendemos remates, vendemos inmuebles, no pedimos anticipos, ni apartados, ni enganches.Los inmuebles están sujetos a cambio de precio, sin previo aviso. Todo el proceso ante notario público. EasyBroker ID: EB-FJ7246",2023-12-26
71,E3,900000,900000,50062.46,2024-09-19,ES HORA DE REALIZAR TU SUEÑO Y ADQUIRIR ESTA HERMOSA CASA EN TULANCINGO HIDALGO,220,220,4090.909090909091,4090.909090909091,2024-03-04,1,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-676e3c4dd0a1-ffc7-52ac93e1-97fa-4e8d,"¡EXCELENTE OPORTUNIDAD PARA ADQUIRIR ESTA PROPIEDAD!!!Puede ser utilizada para habitar, rentar, remodelación o reventa; se encuentra en una de las mejores zonas. - El inmueble se puede ver únicamente por la parte externa. ¿TE INTERESA ESTE INMUEBLE? CONTACTAME PUEDO BRINDARTE LA INFORMACION QUE NECESITES. ***ADQUIRIR TU CASA A TRAVÉS DE NOSOTROS ES LA MEJOR IDEA, POR ELLO TE INVITAMOS A QUE NOS CONOZCAS, LLAMA AGENDA UNA CITA Y BUSCAMOS LA OPCIÓN QUE MEJOR SE AJUSTE A TUS POSIBILIDADES***                 ¡NO DEJES PERDER ESTA GRAN OPORTUNIDAD!",2024-03-04
72,E3,895000,895000,49784.33,2024-09-19,"Casa en Venta Col. Lomas del Progreso, Tulancingo, Hidalgo",129,260,6937.984496124031,3442.3076923076924,2023-12-04,4,2024-04-30,Casa,Venta,1,3,3,0,3.0,No,Lomas de Progreso,0,"Lomas de Progreso, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-1317b748069a-fb8e-bd5e2fcc-a682-4496,"Casa en Venta Col. Lomas del Progreso, Tulancingo, Hidalgo¡¡INMEJORABLE OPORTUNIDAD! ¡RECUPERACIÓN BANCARIA !!!!Ubicación: OBSIDIANA, LOMAS DEL PROGRESO, TULANCINGO, HIDALGO¡¡INMUEBLE EN REMATE CON GRAN PLUSVALIA!AMPLIA, EN ZONA CÉNTRICA , OXXOS, FARMACIAS, TIENDAS HOSPITALES EN VIAS ALTERNAS RESTAURANTES CERCANOS DATE LA OPORTUNIDAD DE INVIERTIR EN TU PATRIMONIO.Acerca de Nosotros- Somos una empresa líder en Remates Bancarios en México.- Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.- Tenemos la mejor opción para ti.- Solo pagos de contado en dos exhibiciones.*No se acepta ningún tipo de crédito.SOMOS GRUPO ANTHAMSomos una empresa legalmente establecida dedicada a la intermediación inmobiliaria, comercización de inmuebles, venta de cesiones de derechos con garantía hipotecaria, entre otros.NUESTRA MISIÓNProteger el patrimonio de nuestros clientes, ayudando a cumplir sus metas y sueños de adquirir un inmueble en la zona que siempre desearon a un excelente precio.NUESTRA VISIÓNColocarnos entre las mejores empresas inmobiliarias a nivel nacional otorgando garantías claras y bajo contrato, para así mismo ser y seguir siendo la mejor opción para nuestros actuales y futuros cliente.Preguntas para la inmobiliaria",2023-12-04
73,E3,868000,868000,48282.46,2024-09-19,Casa en venta Tulancingo Hidalgo,72,61,12055.555555555557,14229.508196721312,2023-04-24,12,2024-04-30,Casa En Fraccionamiento,Venta,0,2,1,0,1.0,No,Villa Sol,0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-55eb54793d25-880b-e2df7533-933e-3cf2,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE",2023-04-24
74,E3,848000,848000,47169.96,2024-09-19,Casa en venta Tulancingo a 5 minutos de Plaza Patio,72,58,11777.777777777776,14620.689655172411,2023-04-24,12,2024-04-30,Casa En Fraccionamiento,Venta,0,2,1,0,1.0,No,Villa Sol,0,"Villa Sol, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a3dff86c0cda-487c-b98f7f6b-aec2-3bfe,"Vive la experiencia de vivir en uno de los lugares más emblemáticos del país en dónde la herencia cultural prehispánica y la tranquilidad de la vida cotidiana se fusionan.Casa con increíbles amenidades: Áreas verdes, jardín común con juegos infantiles, caseta de entrada y salida, trotapista y ciclopista, alumbardo público fotovoltaico, planta de tratamiento de aguas Residuales para reuso.Ubicada en la mejor zona de la ciudad, muy cerca de:Centro comercial Patio Tulancingo.Universidad Tecnológica deTulancingoSam’s Club WalmartCentral de abastosHospital General Tulancingo, BimboCoca Cola CFE",2023-04-24
75,E3,841100,841100,46786.15,2024-09-19,"BONITA CASA EN TULANCINGO DE BRAVO ,HGO(COLONIA. VICENTE GUERRERO)",110,110,7646.363636363636,7646.363636363636,2024-03-04,1,2024-04-30,Casa,Venta,1,3,2,0,2.0,No,Vicente Guerrero 1ra Sección,0,"Vicente Guerrero 1ra Sección, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-aca5ad39d8e-43bb-387cb3a3-b3e3-4628,"BONITA CASA EN HIDALGO Precio de Propiedad $841,100.00+Inversión Inicial $190,000.00Metros de Terreno 110 m2 Metros de Construcción 110 m2 3 habitaciones2 baños1 estacionamientos Contamos con Folio-BaExpediente 20 días Hábiles",2024-03-04
76,E3,835000,835000,46446.84,2024-09-19,"Casa en Venta Col. La Morena, Tulancingo de Bravo, Hidalgo",140,140,5964.285714285715,5964.285714285715,2023-08-10,8,2024-04-30,Casa,Venta,0,3,2,0,2.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-e34bd5879d4-99d7-c5e49891-8b18-4050,¡¡Excelente Oportunidad Venta de Casa!!REMATE BANCARIO La propiedad cuenta con excelente plusvalía por la zona en la que se encuentra. ¡¡¡¡Invierte seguro!!!Acerca de Nosotros:- Somos una empresa líder en Remates Bancarios en México.- Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.- Tenemos la mejor opción para ti.- Solo pagos de contado en dos exhibiciones.*No se acepta ningún tipo de crédito.,2023-08-10
77,E3,812300,812300,45184.15,2024-09-19,EXCELENTE OPORTUNIDAD DE OBTENER ESTE INMUEBLE A UN PRECIO MUY BAJO,189,180,4297.883597883598,4512.777777777777,2024-03-04,1,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Medias Tierras,0,"Medias Tierras, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-2707d9c9af08-647d-3f12f29e-a72f-47a8,"¡EXCELENTE INVERSION!UNICA OPORTUNIDAD DE ADQUIRIR ESTA PROPIEDAD Puede ser utilizada para habitar, renta, remodelación o reventa; se encuentra en una de las mejores zonas.El costo de esta propiedad se encuentra muy abajo de su valor real comercial.IMPORTANTE:-	UNICAMENTE SE ACEPTAN RECURSOS PROPIOS (efectivo, transferencias bancarias, cheque de caja)-	-	El pago se realiza en 2 exhibiciones.-	El inmueble se puede ver únicamente por la parte externa.¿TE INTERESA ESTE INMUEBLE? CONTACTAME PUEDO BRINDARTE LA INFORMACION QUE NECESITES.¡NO DEJES PERDER ESTA GRAN OPORTUNIDAD, YA QUE SON LOS ULTIMOS REMATES EN ESTA ZONA!ATENCIÓN PREVIA CITA",2024-03-04
78,E3,802390,802390,44632.91,2024-09-19,MAR!!! VENTA DE DEPARTAMENTO DE RECUPERACION BANCARIA ZONA DE EN PACHUCA DE SOTO,60,60,13373.166666666666,13373.166666666666,2024-03-04,1,2024-04-30,Departamento,Venta,1,2,1,0,1.0,No,Cabañitas,0,"Cabañitas, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-837d5ea9d61c-f60b-ee94c8cb-966b-4681,"MAR!! Uso de suelo: Residencial Método de pago: Contado LOS INMUEBLES SIEMPRE SERÁN LA MEJOR INVERSION, YA SEA PARA VENTA, RENTA Ó PARA VIVIENDA PROPIA, ¡APROVECHA HOY Y LLÁMAME! Venta de propiedad en “RECUPERACIÓN BANCARIA” NO SE ACEPTAN CRÉDITOS HIPOTECARIOS, INFONAVIT, FOVISSTE (solo pago de contado) Inversión garantizada bajocontrato, Cesión de Derechos ante Notario Público - Aún más económico. - Por debajo del valor comercial. -Disponible por tiempo LIMITADO. -Ahorro entre un 30 – 70% del valor comercial. Contáctame y agenda una cita. Asesor comercial: Margarita Santiago WhatsApp: Ver teléfono Whatsapp Email: Contactar DISPONIBILIDAD Y PRECIO SUJETO A CAMBIO SIN PREVIO AVISO **imágenes ilustrativas, medidas y característicasMAR/BK4230",2024-03-04
79,E3,800000,800000,44499.96,2024-09-19,AMPLIA CASA EN TULANCINGO,330,230,2424.242424242424,3478.260869565217,2023-04-26,12,2024-04-30,Casa,Venta,1,4,2,0,2.0,No,Jardines del Sur,0,"Fraccionamiento Jardines del Sur, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-631aa1a8e8a6-59b-d8b85be5-a436-3c4f,"INCREÍBLE CASA EN EXCELENTE ZONA, MUY BIEN UBICADA.CERCA DE ESCUELAS, PARQUES Y MEDIOS DE TRANSPORTE.CONTÁCTAME PARA OBTENER MAYOR INFORMACIÒN!!!",2023-04-26
80,E3,799000,799000,44444.34,2024-09-19,PROPIEDAD EN OPORTUNIDAD EN COL. NUEVO TULANCINGO,119,200,6714.285714285715,3995.0,2023-10-31,6,2024-04-30,Casa,Venta,1,0,0,0,0.0,No,Nuevo Tulancingo,0,"Nuevo Tulancingo, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-5b3bf28010f3-ec-c8c89156-bfdd-41ea,"Venta de casa de oportunidad en Col. Nuevo TulancingoLa casa se ubica en una zona privilegiada y alta plusvalía, a menos de 10 minutos del centro de Tulancingo, a 5 minutos de Bodega Aurrerá, a 8 minutos de la Central de Abastos, tiene a 5 minutos caminando la Central de Autobuses, IMSS Clinica 34, Plaza del Vestido, Auditorio Manuel Fernando Soto, Juzgados Civiles y Familiares. La zona cuenta con todos los servicios, transporte publico, escuelas de nivel basico, medio superior, superiror (UPT) ,hospitales, parques, comercio local con acceso facil a carretera Mexico-Tuxpan. Documentos en regla.Libre de gravamen.Impuestos y pago de servicios al corriente, sin adeudos.Área de Construcción aproximada.El inmueble cuenta con Escritura de Juicio de Adjudicación, para poder tener la posesión física de mismo se deberá realizar el juicio reivindicatorio.Costo comercial aproximado: $1,400,000.00Costo de remate: $799,000.00 No se acepta ningún tipo de crédito.Riguroso contado: - 50% a la firma de contrato. - 50% a la firma de escritura ante notario público.Horario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-10-31
81,E3,790000,790000,43943.71,2024-09-19,HERMOSA CASA EN VENTA EN FRACCIONAMIENTO RINCONADA LA MORENA EN TULANCINGO DE BRAVO EN HIDALGO,114,206,6929.824561403509,3834.95145631068,2024-03-04,1,2024-04-30,Casa,Venta,0,3,2,0,2.0,No,Los Sabinos,0,"Fraccionamiento Los Sabinos, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-540dcc266a05-e5af-52e04ab5-bf3d-4bff,"HERMOSA Y AMPLIA E ILUMINADA CASA CON EXCELENTES ACABADOS UBICADA EN ZONA DE ALTA PLUSVALÍA, SEGURA Y TRANQUILACUENTA CON:3 RECAMARAS AMPLIAS2 BAÑOSSALACOMEDORCOCINACUARTO DE LAVADO1 LUGAR DE ESTACIONAMIENTO DE FÁCIL ACCESO, CERCA A VÍAS PRINCIPALES, CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS, CLÍNICAS, CAFETERÍAS, SUPERMERCADOS, BANCOS, GIMNASIOS, FARMACIAS, GASOLINERAS Y PARQUES",2024-03-04
82,E3,790000,790000,43943.71,2024-09-19,"VENTA DE CASA EN TULANCINGO DE BRAVO, HIDALGO.",160,330,4937.5,2393.939393939394,2024-02-26,2,2024-04-30,Casa,Venta,1,4,1,0,1.0,No,Rinconada La Morena,0,"Fraccionamiento Rinconada La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-21c7c9290e75-a25f-1562b92c-88df-48ae,"HERMOSA CASA EN VENTA EL INMUEBLE CUENTA CON 4 HABITACIONES, 3.5 BAÑOS, AMPLIA SALA Y COMEDOR, 2 LUGARES DE ESTACIONAMIENTO, CUARTO DE ESTUDIO Y LAVADO.NOSOTROS TE DECIMOS COMO:NO SE ACEPTAN CREDITOSSOMOS ESPECIALISTA EN BIENES RAÍCES GARANTIAS:TODO EL TRAMITE ES ANTE NOTARIO PUBLICO..AGENDA UNA CITA CON NOSOTROS Y PODEMOS MOSTRARTE ALGUNOS DE NUESTROS CASOS DE EXITO.",2024-02-26
83,,750000,750000,41718.72,2024-09-19,VENTA DE DEPARTAMENTO CENTRICO EN PACHUCA,82,82,9146.341463414634,9146.341463414634,2023-06-16,10,2024-04-30,Departamento,Venta,0,1,1,0,1.0,No,Pachuca de Soto Centro,0,"Pachuca de Soto Centro, Pachuca de Soto, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-ed1b3df977d0-f0af-e096e2ae-b253-4d63,Venta de departamento recién modelado tipo loft ubicado en Avenida Guerrero cerca de palacio de gobierno.Se ubica en tercer piso y colinda con la avenida. Edificio antiguo.Consta de: Cocineta Área de salaComedor Una recámaraSanitarioPiso de loseta Paredes con Tirol planchadoRemodeladoColinda con calle GuerreroEscritura al corriente.81 M2,2023-06-16
84,,750000,750000,41718.72,2024-09-19,"CASA EN VENTA - COL. RINCONADA LA MORENA, TULANCINGO",150,180,5000.0,4166.666666666667,2023-10-02,6,2024-04-30,Casa,Venta,0,3,1,0,1.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-1d94401d58d6-9c4d-e8ea114e-a7db-42c1,"¡ÚNICA OPORTUNIDAD DE TENER TU CASA!CASA EN VENTA - COL. RINCONADA LA MORENA, TULANCINGOHERMOSA CASA EN ZONA  CON EXCELENTE PLUSVALÍA, CERCA DE ESCUELAS, CLINICAS, HOSPITALES, CENTROS COMERCIALES Y BANCOS.FACIL ACCESO A PRINCIPALES VÍAS DE COMUNICACIÓN¡EXCELENTE COSTO, UBICACIÓN Y DISTRIBUCIÓN!INFORMES:LIC. JAVIER LOZANOWHATSAPP Ver teléfono WhatsappTORRE POLANCOGARANTÍAS- CONTRATOS NOTARIADOS- FACTURACION DE PAGOS- OFICINAS FISICAS NO VIRTUALES- PRECIOS POR DEBAJO DEL VALOR COMERCIAL- GRUPO LIDER EN EL MEDIO DE GARANTÍAS HIPOTECARIAS- NO ES POSIBLE EL USO DE CRÉDITOS, SOLO DE CONTADO CON RECURSOS PROPIOS- ENTREGA GARANTIZADA, NUESTRA EXPERIENCIA NOS RESPALDACITAS:LIC. JAVIER LOZANOWHATSAPP WhatsAppTORRE POLANCONO SE ACEPTAN CRÉDITOS ÚNICAMENTE RECURSOS PROPIOS.",2023-10-02
85,E2,737336,737336,41014.28,2024-09-19,"GRAN OPORTUNIDAD BONITA CASA UBICADA EN CALLE FRANCISCO VILLA COL EL MIRADOR MPO TULANCINGO DE BRAVO HIDALGO, EXCELENTE PRECIO $737,336",120,120,6144.466666666666,6144.466666666666,2024-03-04,1,2024-04-30,Casa,Venta,1,3,1,0,1.0,No,Francisco I Madero,0,"Francisco I Madero, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-788a516b9f13-c849-bf85cfe8-8c84-40b5,"¡ ¡ ¡ SE   VENDE   CASA     POR    DEBAJO   DE   SU    VALOR   COMERCIAL !!¡ ¡  RECUPERACION BANCARIA ! !BONITA CASA UBICADA EN CALLE  FRANCISCO VILLA COL EL MIRADOR  TULANCINGO DE BRAVO HIDALGO EXCELENTE PRECIO $737,336.- RECUPERACIÓN   BANCARIA.- PAGO   SOLO   DE   CONTADO   CON   RECURSOS   PROPIOS.- NO   SE  ACEPTAN    CRÉDITOS   HIPOTECARIOS   ( FOVISSSTE- INFONAVIT).- PUEDES ADQUIRIRLO CON RECURSOS PROPIOS, CRÉDITOS PERSONALES, DE NÓMINA, TARJETA DE CRÉDITO, DÉBITO O TRANSFERENCIA. - PRECIO DISPONIBLE POR TIEMPO LIMITADO.- INVIERTE TU DINERO COMPRANDO RECUPERACIÓN HIPOTECARIA.-LA ENTREGA ES GARANTIZADA.ADQUIERE UNA PROPIEDAD POR DE BAJO  DEL  VALOR COMERCIAL ACTUAL CON PLUSVALIA QUE SE INCREMENTA DÍA - ¡EXCELENTE UBICACIÓN!- ¡EXCELENTES VIAS DE COMUNICACIÓN!- CERCA DE ÁREAS COMERCIALES.- ¡AMPLIO SEVICIO DE TRANSPORTE PÚBLICO! CESIÓN DE DERECHOS ANTE NOTARIO PÚBLICO.*INVERSION GARANTIZADA BAJO CONTRATO.*IMÁGENES ILUSTRATIVAS*.¡CONTÁCTAME PARA MÁS INFORMACIÓN Y AGENDA UNA CITA!CONTACTO: VICTOR MANUEL CORDOVAWHATSAPP O LLAMADA: Ver teléfono WhatsappSOMOS UNA EMPRESA CON MAS DE 27 AÑOS DE EXPERIENCIA EN RECUPERACIONES BANCARIAS. 3FM22936-VMC",2024-03-04
86,E2,720000,720000,40049.97,2024-09-19,Vendo casa,90,90,8000.0,8000.0,2024-03-04,1,2024-04-30,Casa,Venta,1,2,1,0,1.0,No,Unidad Habitacional Napateco,0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-69b7318a5862-82f4-fbf74019-ade0-1f95,"🏚️ Vendo casa en Napateco (Tulancingo)En las primeras calles del fraccionamiento. En esquina muy cerca a la calle principal. 🖍️ 2 recamaras. 🖍️ Sala🖍️ Comedor 🖍️ Cocina 🖍️ Patio de servicio  🖍️ 1 baño 🖍️ Jardín 🖍️ Cochera 🖍️ Protecciones en puertas y ventanas. 🖍️ Cerca de maya ciclónica. $720,000.00Se acepta cualquier tipo de crédito hipotecario. Citas con:👨🏽‍💼 Germán Romero Profesional Inmobiliario. 📱 Ver teléfono Whatsapp ""La 🔑 de tu nuevo hogar""",2024-03-04
87,E2,720000,720000,40049.97,2024-09-19,"Casas económicas en Privada, Napateco Tulancingo Hgo.",91,53,7912.087912087912,13584.90566037736,2023-09-06,7,2024-04-30,Casa,Venta,0,2,1,0,1.0,No,Unidad Habitacional Napateco,0,"Unidad Habitacional Napateco, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-61c2eecd4e32-58e5-84cdbd52-9055-4de0,"NUEVO DESARROLLO, PRIVADAS DE NAPATECO EN TULANCINGO HIDALGO.¡Es la mejor oportunidad para ejercer tu crédito, para desarrollar tus proyectos y/o tu patrimonio!Zona ubicada a 15 minutos de la Ciudad de Tulancingo, en una zona tranquila y acogedora para toda la familia. Tendrás la facilidad de servicios como, escuelas cerca desde primaria hasta universidad, farmacias, hospitales, tiendas de autoservicio, gasolinera y todo tipo de comercio de primera necesidad. Las casas cuenta con: Sala.Comedor.Cocina.2 recámaras.   1 baño completo. Patio de servicio.  Estacionamiento para 1 auto.Incluyen:Servicios ocultos.Calles de concreto (20 cm de grosor). Pregunta por la forma de pago.*El precio publicado corresponde a la propiedad, NO incluye gastos de escrituración u otros conceptos. PRECIO SUJETO A CAMBIOS Y/O VARIACIONES SIN PREVIO AVISOHorario de atenciónLunes a viernes: 10:00 a 14:00 y 17:00 a 19:00Sábados: 10:00 a 14:00Domingos: previa cita""HAY UN LUGAR ESPERANDO SER TU HOGAR""",2023-09-06
88,E2,685590,685590,38135.91,2024-09-19,"Casa en VENTA, La Morena secc  norte B, Tulancingo de Bravo, Hidalgo. CAL",170,210,4032.8823529411766,3264.714285714286,2024-01-15,3,2024-04-30,Casa,Venta,1,4,1,0,1.0,No,Unidad Habitacional La Morena,0,"Unidad Habitacional La Morena, Tulancingo de Bravo, Hidalgo",https://www.lamudi.com.mx//detalle/41032-73-a52627981427-d469-5e954cb0-a477-40d3,"*Excelente oportunidad de inversión*Citas e informes: Lic. Alexis Carmona.Whatsapp o llamadas: 55,86812967-Cesión de derechos ante notario.-Grupo líder en el medio de garantías hipotecarías.-Pago con recursos propios.-Entrega garantizada, nuestra experiencia nos respalda.-Todo por escrito y bajo contrato.Tu sueño comienza AQUÍ.GI.",2024-01-15
